City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
524,Raga,8.4596,25.678,76.64,71,100,6.24,SS,2022-05-21 19:39:33
525,Touba,8.2833,-7.6833,74.44,87,55,6.17,CI,2022-05-21 19:39:34
526,Poum,-20.2333,164.0167,77.29,82,35,6.33,NC,2022-05-21 19:39:34
527,Pervomayskoye,43.919,46.7102,55.54,85,25,10.74,RU,2022-05-21 19:39:35
528,Dhidhdhoo,6.8833,73.1,82.71,79,71,15.55,MV,2022-05-21 19:39:35
529,Cochrane,51.1834,-114.4687,50.54,37,100,6.91,CA,2022-05-21 19:39:35
530,Severomorsk,69.0689,33.4162,43.2,89,100,12.12,RU,2022-05-21 19:36:07
531,Lavrentiya,65.5833,-171.0,36.97,91,73,8.01,RU,2022-05-21 19:39:36
532,Henties Bay,-22.116,14.2845,57.42,75,0,12.59,NA,2022-05-21 19:39:36
533,San Patricio,28.017,-97.5169,98.19,51,1,20.15,US,2022-05-21 19:39:36
534,Edea,3.8,10.1333,74.91,99,100,2.06,CM,2022-05-21 19:39:37
535,Hervey Bay,-25.2986,152.8535,69.3,82,98,17.9,AU,2022-05-21 19:39:37
536,Amahai,-3.3333,128.9167,77.02,83,80,4.21,ID,2022-05-21 19:39:37
537,Sheffield Lake,41.4875,-82.1015,85.98,69,75,12.66,US,2022-05-21 19:39:38
538,Clinton,42.587,-82.9199,76.06,73,75,5.75,US,2022-05-21 19:39:38
539,Moose Factory,51.2585,-80.6094,44.6,53,100,13.8,CA,2022-05-21 19:39:39
540,Mafra,-26.1114,-49.8053,57.72,58,6,0.94,BR,2022-05-21 19:39:39
541,Srednekolymsk,67.45,153.6833,54.32,46,100,6.58,RU,2022-05-21 19:39:39
542,Young,-32.6833,-57.6333,59.54,73,100,5.17,UY,2022-05-21 19:39:40
543,Pangnirtung,66.1451,-65.7125,32.0,80,100,4.61,CA,2022-05-21 19:39:40
544,Porto Novo,6.4965,2.6036,75.02,81,100,4.7,BJ,2022-05-21 19:36:06
545,Sistranda,63.7256,8.834,48.16,93,100,10.4,NO,2022-05-21 19:39:40
546,Ilhabela,-23.7781,-45.3581,67.23,78,18,4.23,BR,2022-05-21 19:35:25
547,Farafangana,-22.8167,47.8333,67.78,87,3,3.31,MG,2022-05-21 19:39:41
548,Kemijarvi,66.7131,27.4306,47.73,74,98,5.46,FI,2022-05-21 19:39:41
549,Adeje,28.1227,-16.726,72.16,69,20,17.27,ES,2022-05-21 19:39:42
550,Muzhi,65.3667,64.6667,31.32,86,100,11.9,RU,2022-05-21 19:39:42
551,Bandarbeyla,9.4942,50.8122,80.29,85,100,20.85,SO,2022-05-21 19:39:42
552,Buraydah,26.326,43.975,91.85,13,0,15.99,SA,2022-05-21 19:39:43
553,Nanchang,28.6833,115.8833,67.28,86,86,0.4,CN,2022-05-21 19:40:43
554,Saint-Augustin,51.226,-58.6502,46.85,81,100,19.08,CA,2022-05-21 19:40:44
555,Oriximina,-1.7656,-55.8661,79.09,79,81,3.29,BR,2022-05-21 19:40:44
556,Carballo,43.213,-8.691,72.82,85,100,4.12,ES,2022-05-21 19:40:44
557,Lugovoy,42.9472,72.7644,62.58,57,10,19.53,KZ,2022-05-21 19:40:45
558,Minab,27.1467,57.0801,88.12,35,0,2.3,IR,2022-05-21 19:40:45
559,Suslovo,56.2167,88.1167,50.5,61,55,6.4,RU,2022-05-21 19:40:45
560,Teya,60.3778,92.6267,40.86,93,9,3.96,RU,2022-05-21 19:40:46
561,Manacapuru,-3.2997,-60.6206,79.52,72,88,2.08,BR,2022-05-21 19:40:46
562,Odienne,9.51,-7.5692,74.35,88,100,6.73,CI,2022-05-21 19:40:46
563,Schortens,53.5333,7.95,56.91,82,89,8.32,DE,2022-05-21 19:40:47
564,Santa Ana,33.7456,-117.8678,75.99,66,100,9.22,US,2022-05-21 19:40:47
565,Havre-Saint-Pierre,50.2334,-63.5986,53.96,71,100,6.91,CA,2022-05-21 19:40:48
566,Ust-Omchug,61.15,149.6333,33.4,90,100,4.07,RU,2022-05-21 19:40:48
567,Newport,51.5877,-2.9984,59.11,81,96,6.11,GB,2022-05-21 19:40:48
