City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
354,Sola,VU,-13.8833,167.55,80.62,76,68,4.85,broken clouds
355,Sao Filipe,CV,14.8961,-24.4956,72.27,73,4,11.01,clear sky
356,Kentau,KZ,43.5206,68.5094,62.74,33,5,20.87,clear sky
357,Bandarbeyla,SO,9.4942,50.8122,81.07,83,67,28.14,broken clouds
358,Kuruman,ZA,-27.4524,23.4325,54.0,49,2,6.73,clear sky
359,Brandon,US,27.9378,-82.2859,92.05,65,40,5.01,scattered clouds
360,Boyolangu,ID,-8.1181,111.8935,75.34,85,98,1.52,overcast clouds
361,Praya,CV,14.9215,-23.5087,77.54,57,40,10.36,scattered clouds
362,Beihai,CN,21.4833,109.1,79.09,89,92,14.18,overcast clouds
363,Konnur,IN,16.2,74.75,77.79,79,32,15.99,scattered clouds
364,Avera,US,33.194,-82.5271,74.71,92,100,5.08,overcast clouds
365,Leningradskiy,RU,69.3833,178.4167,33.91,87,42,4.36,scattered clouds
366,Chik,RU,54.9928,82.4311,58.75,44,0,4.47,clear sky
367,Alofi,NU,-19.0595,-169.9187,69.69,100,40,3.44,scattered clouds
368,Riyadh,SA,24.6877,46.7219,98.31,8,0,12.39,clear sky
369,Havre-Saint-Pierre,CA,50.2334,-63.5986,49.68,55,16,13.71,few clouds
370,Galle,LK,6.0367,80.217,79.48,87,99,12.12,overcast clouds
371,Shuangcheng,CN,45.35,126.2833,64.74,54,45,9.8,scattered clouds
372,Iqaluit,CA,63.7506,-68.5145,18.7,62,97,17.0,overcast clouds
373,Talisayan,PH,6.9872,121.9272,78.62,85,87,3.71,overcast clouds
374,Chibuto,MZ,-24.6867,33.5306,58.6,97,68,3.96,light rain
375,Coihaique,CL,-45.5752,-72.0662,39.81,87,100,10.36,light intensity shower rain
376,Gao,ML,16.6362,1.637,94.59,25,100,6.96,overcast clouds
377,Kalabo,ZM,-14.97,22.6814,61.93,36,3,5.59,clear sky
378,Cody,US,44.5263,-109.0565,55.04,44,75,9.22,broken clouds
379,Vytegra,RU,61.0064,36.4481,38.64,68,100,13.11,overcast clouds
380,Rawson,AR,-43.3002,-65.1023,54.18,35,29,19.89,scattered clouds
381,Bambous Virieux,MU,-20.3428,57.7575,75.22,69,78,16.51,broken clouds
382,Tual,ID,-5.6667,132.75,83.39,75,44,15.61,scattered clouds
383,Salinopolis,BR,-0.6136,-47.3561,79.29,84,98,4.47,overcast clouds
384,Morogoro,TZ,-6.8167,37.6667,71.24,70,20,3.02,few clouds
385,Yulara,AU,-25.2406,130.9889,64.76,42,100,7.09,overcast clouds
386,Bela,IN,25.9333,81.9833,85.86,39,63,11.61,broken clouds
387,Greenville,US,35.6127,-77.3663,84.13,68,100,3.44,overcast clouds
388,Namibe,AO,-15.1961,12.1522,71.44,70,0,8.32,clear sky
389,Socorro,US,31.6546,-106.3033,79.5,30,0,8.05,clear sky
390,Liaozhong,CN,41.5061,122.7242,69.91,47,84,15.03,broken clouds
391,Mustvee,EE,58.8486,26.9397,58.08,61,46,3.98,scattered clouds
392,Mikuni,JP,36.2171,136.1519,57.11,83,100,3.71,overcast clouds
393,Anchorage,US,61.2181,-149.9003,57.63,48,0,11.5,clear sky
394,Mitu,CO,1.1983,-70.1733,88.68,50,19,3.33,few clouds
395,Umm Lajj,SA,25.0213,37.2685,78.13,63,2,14.58,clear sky
396,Sangmelima,CM,2.9333,11.9833,68.31,99,100,0.45,overcast clouds
397,Mandla,IN,22.6,80.3833,88.57,30,21,3.89,few clouds
398,Yerbogachen,RU,61.2767,108.0108,52.92,68,97,5.86,overcast clouds
399,Mildura,AU,-34.2,142.15,54.7,69,0,8.59,clear sky
400,Pipri,IN,19.8,75.5333,84.52,52,0,21.83,clear sky
401,Saint-Denis,FR,48.9167,2.3333,62.76,89,100,14.97,overcast clouds
402,Straumen,NO,63.8709,11.2999,62.6,59,100,7.45,overcast clouds
403,Muroto,JP,33.2833,134.15,68.67,74,98,7.58,overcast clouds
404,Santa Fe,AR,-31.6333,-60.7,74.01,56,60,5.01,broken clouds
405,Maun,BW,-19.9833,23.4167,59.77,36,0,4.81,clear sky
406,Maceio,BR,-9.6658,-35.7353,83.64,61,75,14.97,broken clouds
407,Taltal,CL,-25.4,-70.4833,65.98,66,4,3.94,clear sky
408,Vangaindrano,MG,-23.35,47.6,70.3,89,17,5.82,few clouds
409,Bousse,BF,12.6606,-1.8922,87.71,39,48,12.82,scattered clouds
410,Ancud,CL,-41.8697,-73.8203,48.97,79,93,17.81,light rain
411,Vagamo,NO,61.8751,9.0967,52.21,82,100,8.23,overcast clouds
412,Ishigaki,JP,24.3448,124.1572,78.85,83,100,3.24,overcast clouds
413,Bonavista,CA,48.6499,-53.1147,55.02,76,35,20.51,light rain
414,Banes,CU,20.9625,-75.7186,84.25,63,100,16.26,overcast clouds
415,Saint-Augustin,CA,51.226,-58.6502,54.88,49,28,17.38,scattered clouds
416,Huarmey,PE,-10.0681,-78.1522,70.21,71,14,11.45,few clouds
417,Sawtell,AU,-30.3833,153.1,59.18,88,100,10.36,overcast clouds
418,Abbeville,FR,50.1,1.8333,58.24,88,100,14.85,overcast clouds
419,Minab,IR,27.1467,57.0801,92.43,31,0,0.4,clear sky
420,Vardo,NO,70.3705,31.1107,37.38,87,75,18.41,broken clouds
421,Tukrah,LY,32.5341,20.5791,71.17,38,0,2.19,clear sky
422,Kargil,IN,34.5667,76.1,46.13,41,89,1.68,overcast clouds
423,Moose Factory,CA,51.2585,-80.6094,64.85,22,1,11.77,clear sky
424,Chemal,RU,51.4111,86.005,50.54,79,71,0.85,broken clouds
425,Nerchinskiy Zavod,RU,51.3088,119.61,40.17,71,0,2.8,clear sky
426,Baruun-Urt,MN,46.6806,113.2792,57.27,56,100,14.25,overcast clouds
427,Safaga,EG,26.7292,33.9365,80.96,44,0,12.01,clear sky
428,Jiaonan,CN,35.8786,119.9753,66.49,70,82,12.57,broken clouds
429,Saint-Pierre,RE,-21.3393,55.4781,73.08,83,0,13.8,clear sky
430,Maniitsoq,GL,65.4167,-52.9,29.1,95,100,17.29,snow
431,Maine-Soroa,NE,13.2114,12.0241,97.74,8,40,9.08,scattered clouds
432,Murdochville,CA,48.9583,-65.5006,47.48,46,58,13.85,broken clouds
433,Peleduy,RU,59.6289,112.7406,50.32,85,82,3.83,broken clouds
434,Pedernales,DO,18.0384,-71.744,85.53,59,84,6.91,broken clouds
435,Enfield,AU,-34.8526,138.6026,62.49,63,26,9.22,scattered clouds
436,Seminole,US,28.7086,-81.2081,92.14,61,20,5.75,few clouds
437,Marystown,CA,47.1666,-55.1483,51.85,100,71,8.01,broken clouds
438,Goodyear,US,33.4353,-112.3582,88.9,12,0,4.0,clear sky
439,Marrakesh,MA,31.6315,-8.0083,96.87,24,40,5.75,scattered clouds
440,Moa,CU,20.6569,-74.9403,82.44,71,100,13.15,overcast clouds
441,Roquetas De Mar,ES,36.7642,-2.6148,79.61,61,9,4.23,clear sky
442,Keroka,KE,-0.7758,34.9453,56.32,95,79,1.9,broken clouds
443,Khovu-Aksy,RU,51.1333,93.6,51.67,82,16,4.41,few clouds
444,Yima,CN,34.7381,111.8839,68.58,54,26,2.84,scattered clouds
445,Wukari,NG,7.85,9.7833,79.43,77,99,7.74,overcast clouds
446,Sinj,HR,43.7036,16.6394,73.54,77,76,3.74,broken clouds
447,Adrar,MR,20.5022,-10.0711,105.75,7,22,4.74,few clouds
448,Teguise,ES,29.0605,-13.564,71.82,57,40,20.71,scattered clouds
449,Shimoda,JP,34.6667,138.95,64.09,83,100,5.1,overcast clouds
450,Pevek,RU,69.7008,170.3133,36.46,82,84,11.45,broken clouds
451,Presque Isle,US,46.6811,-68.0159,54.03,53,40,17.27,scattered clouds
452,Sulphur,US,30.2366,-93.3774,75.18,78,100,8.05,overcast clouds
453,Manokwari,ID,-0.8667,134.0833,78.89,80,73,2.48,moderate rain
454,Kon Tum,VN,14.35,108.0,70.14,99,87,1.59,overcast clouds
455,Bilibino,RU,68.0546,166.4372,43.88,68,69,2.66,broken clouds
456,Puerto Escondido,MX,15.85,-97.0667,86.83,74,20,5.75,few clouds
457,Ust-Maya,RU,60.4167,134.5333,38.12,80,42,1.92,scattered clouds
458,Aswan,EG,24.0934,32.907,86.72,12,0,11.43,clear sky
459,Emerald,AU,-23.5333,148.1667,58.33,88,54,13.13,broken clouds
460,Pochutla,MX,15.7432,-96.4661,90.82,35,1,9.24,clear sky
461,Ilhabela,BR,-23.7781,-45.3581,72.9,65,91,4.18,overcast clouds
462,Yurginskoye,RU,56.8189,67.3921,47.84,98,100,5.55,overcast clouds
463,Berdigestyakh,RU,62.0989,126.6992,45.97,70,85,2.21,overcast clouds
464,Pacific Grove,US,36.6177,-121.9166,70.21,76,0,8.01,clear sky
465,Veraval,IN,20.9,70.3667,84.65,74,63,18.07,broken clouds
466,Hasaki,JP,35.7333,140.8333,55.8,76,81,3.11,broken clouds
467,Makaryev,RU,57.8797,43.8069,32.85,98,100,6.35,light snow
468,Najran,SA,17.4924,44.1277,84.63,9,1,5.1,clear sky
469,Basco,PH,20.4487,121.9702,82.71,76,99,6.24,overcast clouds
470,Mareeba,AU,-17.0,145.4333,68.72,96,51,1.81,broken clouds
471,Camargo,MX,27.6667,-105.1667,79.18,36,24,4.94,few clouds
472,Korla,CN,41.7597,86.1469,78.8,19,91,11.92,overcast clouds
473,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,40,0,16.11,clear sky
474,Muros,ES,42.7762,-9.0603,67.68,57,17,14.23,few clouds
475,Keetmanshoop,NA,-26.5833,18.1333,66.94,27,71,6.8,broken clouds
476,Georgiyevka,KZ,43.0369,74.7114,55.44,82,40,8.95,scattered clouds
477,Hinton,CA,53.4001,-117.5857,59.43,32,51,5.97,broken clouds
478,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,82.92,29,0,7.29,clear sky
479,Parati,BR,-23.2178,-44.7131,78.24,51,64,4.09,broken clouds
480,Pangnirtung,CA,66.1451,-65.7125,14.16,76,16,11.95,few clouds
481,Mulege,MX,26.8833,-111.9833,84.04,31,0,6.06,clear sky
482,Kingaroy,AU,-26.5333,151.8333,57.24,100,100,9.22,light rain
483,Luderitz,NA,-26.6481,15.1594,62.64,57,65,3.78,broken clouds
484,Farah,AF,32.5,62.5,76.35,9,0,5.88,clear sky
485,Matadi,CD,-5.8167,13.45,78.69,72,89,2.39,overcast clouds
486,Waingapu,ID,-9.6567,120.2641,77.09,85,8,5.64,clear sky
487,Fort Nelson,CA,58.8053,-122.7002,51.04,57,100,2.21,overcast clouds
488,Flinders,AU,-34.5833,150.8552,57.18,92,100,3.0,overcast clouds
489,Ishinomaki,JP,38.4167,141.3,53.83,89,1,5.93,clear sky
490,Sangueya,GN,10.7,-14.3667,89.19,47,6,12.17,clear sky
491,Eyl,SO,7.9803,49.8164,81.5,79,97,27.54,overcast clouds
492,Tire,TR,38.0888,27.7351,77.74,50,9,2.44,clear sky
493,Nisia Floresta,BR,-6.0911,-35.2086,79.61,79,91,13.2,overcast clouds
494,Pleasanton,US,37.6624,-121.8747,77.16,46,0,5.75,clear sky
495,Vestmannaeyjar,IS,63.4427,-20.2734,48.16,78,8,8.32,clear sky
496,Ossora,RU,59.2353,163.0719,34.72,98,11,2.8,few clouds
497,Henties Bay,NA,-22.116,14.2845,63.09,63,50,6.13,scattered clouds
498,Leshukonskoye,RU,64.8989,45.7622,32.23,96,100,8.41,light snow
499,Ekhabi,RU,53.5102,142.9671,33.3,93,100,10.96,overcast clouds
500,Buluang,PH,13.3068,123.3425,77.56,89,66,1.3,broken clouds
501,Edzell,GB,56.8095,-2.6549,59.52,89,100,4.79,overcast clouds
502,Sibu,MY,2.3,111.8167,74.64,97,98,1.48,overcast clouds
503,Moranbah,AU,-22.0016,148.0466,60.91,92,38,12.48,scattered clouds
504,Melekhovo,RU,56.2773,41.2935,41.67,59,100,10.0,overcast clouds
505,Sinegorskiy,RU,48.0139,40.8447,51.21,74,100,5.28,overcast clouds
506,Praia,CV,14.9215,-23.5087,77.54,57,40,10.36,scattered clouds
507,Honningsvag,NO,70.9821,25.9704,49.75,62,0,14.97,clear sky
508,Lipin Bor,RU,60.2622,37.9763,37.02,83,100,14.83,light rain
509,Popondetta,PG,-8.7537,148.2534,72.19,96,17,2.95,few clouds
510,Salekhard,RU,66.53,66.6019,38.12,93,100,5.91,overcast clouds
511,Isiro,CD,2.7739,27.616,67.59,98,93,2.48,light rain
512,Mount Isa,AU,-20.7333,139.5,64.17,55,0,8.05,clear sky
513,Jaffrey,US,42.814,-72.0231,69.67,45,0,8.05,clear sky
514,Leh,IN,34.1667,77.5833,49.17,36,51,4.52,broken clouds
515,Zhangye,CN,38.9342,100.4517,73.78,20,100,11.05,overcast clouds
516,La Paz,BO,-16.5,-68.15,53.51,15,0,5.95,clear sky
517,Kilindoni,TZ,-7.9139,39.6668,80.2,79,64,12.95,broken clouds
518,Olafsvik,IS,64.8945,-23.7142,45.05,74,70,4.47,broken clouds
519,Plon,DE,54.1667,10.4167,72.14,69,90,15.03,overcast clouds
520,Hirtshals,DK,57.5881,9.9592,58.75,74,96,15.95,overcast clouds
521,Roswell,US,34.0232,-84.3616,72.09,94,100,13.8,light rain
522,Pipar,IN,26.3856,73.5378,91.99,37,0,20.69,clear sky
523,Melnikovo,RU,56.5558,84.085,48.25,53,10,3.29,clear sky
524,Yarim,YE,14.298,44.3779,66.22,34,5,2.84,clear sky
525,Machali,CL,-34.1833,-70.6667,61.38,48,100,2.75,moderate rain
526,Matehuala,MX,23.65,-100.65,78.71,44,9,11.68,clear sky
527,Westport,US,41.1415,-73.3579,74.44,45,0,5.01,clear sky
528,Filadelfia,US,39.9523,-75.1638,75.38,45,75,10.36,broken clouds
529,Noumea,NC,-22.2763,166.4572,75.99,99,100,10.69,overcast clouds
530,Asyut,EG,27.181,31.1837,84.99,15,0,9.48,clear sky
531,Neiafu,TO,-18.65,-173.9833,79.48,83,20,8.05,few clouds
532,Boca Do Acre,BR,-8.7522,-67.3978,88.75,48,54,4.25,broken clouds
533,Tabuk,PH,17.4189,121.4443,75.4,94,100,1.52,moderate rain
534,Salitral,PE,-4.8572,-80.6811,81.72,47,50,8.72,scattered clouds
535,Batagay-Alyta,RU,67.8006,130.4114,29.55,86,67,3.36,broken clouds
536,Nishihara,JP,26.1842,127.7558,70.88,97,100,20.71,mist
537,Vila,PT,42.0304,-8.1588,58.08,69,97,8.16,overcast clouds
538,General Cepeda,MX,25.3833,-101.45,78.06,38,6,1.81,clear sky
539,Itarema,BR,-2.9248,-39.9167,82.9,74,84,6.96,broken clouds
540,Andenes,NO,69.3143,16.1194,57.18,54,0,11.5,clear sky
541,Badou,TG,7.5833,0.6,79.74,82,98,0.45,light rain
542,Wattegama,LK,6.7989,81.4808,77.36,81,78,7.85,broken clouds
543,Samarai,PG,-10.6167,150.6667,81.48,78,19,7.85,few clouds
544,Ngunguru,NZ,-35.6167,174.5,53.85,72,33,5.55,scattered clouds
545,Auki,SB,-8.7676,160.7034,77.04,89,34,2.51,scattered clouds
546,Englewood,US,39.6478,-104.9878,57.49,61,75,14.97,broken clouds
547,La Asuncion,VE,11.0333,-63.8628,80.8,73,79,16.55,broken clouds
548,Japura,ID,-0.3167,102.35,76.73,94,74,1.45,broken clouds
549,Bajil,YE,15.0584,43.2851,88.29,56,2,7.34,clear sky
550,Thinadhoo,MV,0.5333,72.9333,84.43,74,76,13.35,broken clouds
551,Mattru,SL,7.6244,-11.8332,80.73,86,84,4.81,moderate rain
552,Chimoio,MZ,-19.1164,33.4833,59.52,82,0,3.62,clear sky
553,Bani,DO,18.2833,-70.3333,85.86,57,23,13.02,few clouds
554,Burnie,AU,-41.0667,145.9167,47.95,80,23,5.91,few clouds
555,Ukiah,US,39.1502,-123.2078,77.43,38,0,5.75,clear sky
556,Evensk,RU,61.95,159.2333,39.51,82,74,3.02,broken clouds
557,Lincoln,US,40.8,-96.667,65.28,51,75,9.22,broken clouds
558,Borogontsy,RU,62.6683,131.1683,38.66,95,32,3.78,scattered clouds
559,Lishui,CN,28.4604,119.9103,64.76,97,100,1.74,light rain
560,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,17.27,few clouds
561,Isfana,KG,39.8386,69.5306,54.16,63,7,2.84,clear sky
562,Limbang,MY,4.75,115.0,82.51,92,96,2.53,overcast clouds
563,Kloulklubed,PW,7.0419,134.2556,83.41,77,77,12.68,moderate rain
564,Miki,JP,34.8,134.9833,65.28,59,100,4.47,overcast clouds
565,Quzhou,CN,28.9594,118.8686,65.07,96,100,3.18,overcast clouds
566,Fukue,JP,32.6881,128.8419,68.32,77,100,11.21,overcast clouds
567,Ndola,ZM,-12.9587,28.6366,62.89,55,24,4.68,few clouds
568,Ozernovskiy,RU,51.5,156.5167,43.02,90,100,7.31,overcast clouds
569,Tucuman,AR,-26.8241,-65.2226,71.6,49,0,5.75,clear sky
570,Laranja Da Terra,BR,-19.8989,-41.0567,77.49,51,34,3.24,scattered clouds
571,Jaque,PA,7.5175,-78.1703,80.15,86,100,5.12,light rain
572,Cam Ranh,VN,11.9214,109.1591,84.16,74,20,1.14,few clouds
573,Mahibadhoo,MV,3.7833,72.9667,83.61,77,66,12.75,broken clouds
574,Jiuquan,CN,39.7432,98.5174,74.44,16,86,19.1,overcast clouds
575,Panlaitan,PH,12.1191,119.8486,82.27,74,64,3.22,broken clouds
576,Ilanskiy,RU,56.2358,96.065,53.62,86,59,5.99,broken clouds
577,Belmonte,BR,-15.8631,-38.8828,75.7,75,77,10.6,broken clouds
578,Ambilobe,MG,-13.2,49.05,74.8,75,84,3.51,broken clouds
579,Clarence Town,AU,-32.5833,151.7833,58.86,98,82,0.78,broken clouds
580,Parrita,CR,9.5201,-84.3225,84.31,74,79,6.53,broken clouds
581,Kalmunai,LK,7.4167,81.8167,83.26,71,89,2.68,overcast clouds
582,Nauta,PE,-4.5061,-73.5757,87.69,58,82,3.0,broken clouds
583,Buta,CD,2.7858,24.73,75.33,82,88,2.59,overcast clouds
584,Tehachapi,US,35.1322,-118.449,77.4,28,6,11.99,clear sky
585,Kiama,AU,-34.6833,150.8667,57.38,93,100,1.99,overcast clouds
586,Imbituba,BR,-28.24,-48.6703,72.09,77,73,13.0,broken clouds
587,Itaueira,BR,-7.6033,-43.0256,92.28,30,4,9.22,clear sky
588,Chauk,MM,20.8833,94.8167,84.83,65,90,14.88,overcast clouds
589,Sindang,ID,-7.0047,108.335,70.45,92,100,0.94,overcast clouds
590,Tumkur,IN,13.3422,77.1017,76.84,74,51,8.66,broken clouds
591,Russell,US,32.3502,-85.1999,80.11,69,75,13.8,broken clouds
592,Qaqortoq,GL,60.7167,-46.0333,37.81,66,97,8.32,overcast clouds
593,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.35,93,100,10.36,light rain
594,Varhaug,NO,58.6147,5.6457,60.85,74,100,22.32,overcast clouds
595,Strezhevoy,RU,60.7333,77.5889,52.47,62,91,10.2,overcast clouds
596,Mehamn,NO,71.0357,27.8492,44.51,73,41,10.33,scattered clouds
597,Rocha,UY,-34.4833,-54.3333,64.63,58,97,7.38,overcast clouds
598,Polunochnoye,RU,60.8697,60.4153,35.89,90,78,3.71,broken clouds
599,Half Moon Bay,US,37.4636,-122.4286,75.87,57,0,10.36,clear sky
600,Calbuco,CL,-41.768,-73.1273,49.21,82,100,15.48,light rain
601,Salisbury,GB,51.0693,-1.7957,58.68,82,75,4.61,broken clouds
602,Mossendjo,CG,-2.9506,12.7261,70.84,87,100,2.42,overcast clouds
603,Yagodnoye,RU,62.55,149.6667,27.28,87,44,6.13,scattered clouds
604,Zyryanka,RU,65.75,150.85,46.99,82,100,11.3,light rain
605,Saint-Georges,GD,12.0564,-61.7485,80.42,76,100,14.43,overcast clouds
606,Kununurra,AU,-15.7667,128.7333,62.58,82,29,0.0,scattered clouds
607,Tres Lagoas,BR,-20.7511,-51.6783,84.04,21,1,4.36,clear sky
608,Port Hedland,AU,-20.3167,118.5667,78.85,89,40,0.0,scattered clouds
609,Kamenka,RU,51.3223,42.7678,42.21,76,73,7.07,broken clouds
610,Kenscoff,HT,18.4506,-72.2869,75.34,52,40,5.75,scattered clouds
611,Campos,BR,-21.75,-41.3,76.33,54,35,13.06,scattered clouds
612,Lokosovo,RU,61.1333,74.8167,49.95,72,87,8.93,overcast clouds
613,Bagdarin,RU,54.4333,113.6,40.21,79,40,4.9,scattered clouds
614,Spas-Demensk,RU,54.4122,34.0226,47.23,59,4,4.94,clear sky
615,Veshenskaya,RU,49.6303,41.7334,50.72,62,70,9.95,broken clouds
616,Salalah,OM,17.0151,54.0924,81.45,84,42,6.2,scattered clouds
617,Xingyi,CN,24.1877,102.817,58.39,98,99,1.59,overcast clouds
618,Grants,US,35.1473,-107.8514,68.23,18,0,6.91,clear sky
619,Baculin,PH,7.4525,126.5842,78.19,83,5,3.85,clear sky
620,Abay,KZ,49.6311,72.8539,48.58,30,3,5.99,clear sky
621,Gimli,CA,50.6336,-96.9907,56.91,52,50,13.42,scattered clouds
622,Hayange,FR,49.3343,6.0527,66.51,90,89,5.01,overcast clouds
623,Floro,NO,61.5996,5.0328,54.23,100,75,14.97,light rain
624,Zhigansk,RU,66.7697,123.3711,42.71,81,100,3.87,overcast clouds
625,Road Town,VG,18.4167,-64.6167,82.44,74,40,9.22,scattered clouds
626,Lensk,RU,60.7253,114.9278,54.39,67,100,6.71,overcast clouds
627,Mukhen,RU,48.1,136.1,55.98,75,63,6.53,light rain
628,Bafq,IR,31.6128,55.4107,86.76,9,0,3.78,clear sky
629,Belyy Yar,RU,53.6039,91.3903,55.85,94,0,2.24,clear sky
630,Calbiga,PH,11.6247,125.0164,74.86,96,21,2.42,few clouds
631,Bistrica,RO,47.1332,24.5001,56.86,79,52,4.21,broken clouds
632,Funadhoo,MV,6.15,73.2667,83.44,79,78,16.58,broken clouds
633,Sars,RU,56.5502,57.1366,42.19,88,93,2.71,overcast clouds
634,Puerto Maldonado,PE,-12.6,-69.1833,79.2,73,75,5.75,broken clouds
635,Puerto Asis,CO,0.5133,-76.5007,83.7,67,24,3.74,few clouds
636,Nhamunda,BR,-2.1861,-56.7131,83.03,80,55,2.17,broken clouds
637,North Bend,US,43.4065,-124.2243,64.24,91,100,11.5,overcast clouds
638,Huntsville,US,34.7304,-86.5861,72.21,96,100,14.97,overcast clouds
639,Perth,AU,-31.9333,115.8333,64.78,93,75,21.85,shower rain
640,Champerico,GT,14.3,-91.9167,83.3,70,51,5.41,broken clouds
641,Tigil,RU,57.8,158.6667,42.3,84,77,2.53,broken clouds
642,Blackwater,AU,-23.5833,148.8833,62.15,83,70,6.96,broken clouds
643,Camabatela,AO,-8.1881,15.375,70.36,64,95,2.57,overcast clouds
644,Kudahuvadhoo,MV,2.6708,72.8944,84.04,75,75,13.06,broken clouds
645,Damara,CF,4.9608,18.7035,74.8,90,99,3.02,moderate rain
646,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,77,75,16.11,broken clouds
647,Oyem,GA,1.5995,11.5793,67.46,99,100,2.51,light rain
648,Nicoya,CR,10.1483,-85.452,88.57,59,41,3.31,scattered clouds
649,Gwadar,PK,25.1216,62.3254,83.73,87,0,7.63,clear sky
650,Nautla,MX,20.2167,-96.7833,89.11,58,1,10.25,clear sky
651,Whitianga,NZ,-36.8333,175.7,50.41,84,26,5.37,scattered clouds
652,Oranjemund,NA,-28.55,16.4333,61.3,64,69,5.21,broken clouds
653,Bria,CF,6.5423,21.9863,76.14,78,78,1.5,broken clouds
654,Shimanovsk,RU,52.0,127.7,42.85,81,100,12.17,overcast clouds
655,Norwich,GB,52.6278,1.2983,62.02,89,75,4.61,broken clouds
656,Skjervoy,NO,70.0311,20.9714,55.4,86,37,12.03,scattered clouds
657,Kailaras,IN,26.3167,77.6167,79.92,52,67,8.3,broken clouds
658,Guarapuava,BR,-25.3953,-51.4581,60.98,58,83,2.71,broken clouds
659,Brewster,US,41.3973,-73.6171,73.42,52,0,4.61,clear sky
660,Diamantino,BR,-14.4086,-56.4461,90.12,27,21,2.55,few clouds
661,Pucallpa,PE,-8.3791,-74.5539,78.84,83,75,5.75,broken clouds
662,Bambui,BR,-20.0064,-45.9769,76.23,37,4,4.27,clear sky
663,Siyabuswa,ZA,-25.1132,29.0445,65.7,52,79,3.24,broken clouds
664,Novikovo,RU,51.1537,37.8879,48.69,67,99,4.68,overcast clouds
665,Pontianak,ID,-0.0333,109.3333,80.58,83,40,3.44,scattered clouds
666,Hirakud,IN,21.5167,83.8667,91.31,34,97,9.4,overcast clouds
